照護團隊名稱／諮詢電話,醫事機構名稱,醫事機構電話,醫事機構地址,居家醫療醫療,重度居家醫療,安寧居家療護,居家呼吸照護,居家中醫醫療,居家藥事照護,在宅急症照護,近三個月有收案
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
,,,,,,,,,,,
樸善居家醫療團隊,,,,,,,,,,,
04-22657959,,,,,,,,,,,
,,,,,,,,,,,
仕安居家醫療團隊,,,,,,,,,,,
澄清綜合醫院中港分院,澄清綜合醫院中港分院,04-24632000,臺中市西屯區臺灣大道４段９６６號（地圖),1,,1,,,,1,
24632000#32646,,,,,,,,,,,
24632000#32648,,,,,,,,,,,
,,,,,,,,,,,
真善美,,,,,,,,,,,
04-24915128,,,,,,,,,,,
,,,,,,,,,,,
祐健康,,,,,,,,,,,
敏盛綜合醫院,敏盛綜合醫院,03-3179599,桃園市桃園區經國路168號、三民路三段106號（地圖),1,,1,,,,1,1
03-3179599#7352,,,,,,,,,,,
聯新國際醫院,聯新國際醫院,03-4941234,桃園市平鎮區廣泰路７７號、延平路二段４３０巷１１５號（地圖),1,1,,,1,,1,
03-4941234轉4541,,,,,,,,,,,
高雄民生醫院,高雄市立民生醫院,07-7511131,高雄市苓雅區凱旋二路１３４號（地圖),1,,,,,,1,1
07-7511131#2243,,,,,,,,,,,
963001083,,,,,,,,,,,
全方位居家醫療服務,衛生福利部嘉義醫院,05-2319090,嘉義市西區北港路３１２號（地圖),1,,1,,,,1,
05-2319090-8173,,,,,,,,,,,
樂生照護團隊,衛生福利部樂生療養院,02-82006600,新北市新莊區中正路７９４號及桃園縣龜山鄉萬壽路１段５０巷２號（地圖),1,,,,,,1,
"02-82006600#3115,3116",,,,,,,,,,,
桃醫居家醫療團隊,衛生福利部桃園醫院新屋分院,03-4971989,桃園市新屋區新屋村１４鄰新福二路６號（地圖),1,,,,,,,1
(03)3699721轉分機1088,,,,,,,,,,,
(03)3699721轉分機4111,,,,,,,,,,,
(03)4971989轉分機5603,,,,,,,,,,,
衛生福利部朴子醫院,衛生福利部朴子醫院,05-3790600,嘉義縣朴子市永和里４２－５０號（地圖),1,,,,,,1,1
05-3790600-718,,,,,,,,,,,
衛生福利部新營醫院,衛生福利部新營醫院,06-6351131,臺南市新營區信義街７３號（地圖),1,,,,1,,1,1
06-6351131-1506,,,,,,,,,,,
部立臺南醫院居家醫療照護整合團隊,衛生福利部臺南醫院新化分院,06-5911929,臺南市新化區那拔里牧場７２號（地圖),1,,1,,1,,1,1
06-2200055-3008,,,,,,,,,,,
旗山區居家醫療照護團隊,衛生福利部旗山醫院,07-6613811,高雄市旗山區大德里中學路６０號、東新街２５巷８號１－２樓（地圖),1,,,,1,,1,1
07-6613811#1626,,,,,,,,,,,
963716609,,,,,,,,,,,
963719728,,,,,,,,,,,
國境之南居家醫療照護團隊,衛生福利部恆春旅遊醫院,08-8892704,屏東縣恆春鎮山腳里恆南路１８８、１８８—１號（地圖),1,,,,,,1,
08-8892704轉1214,,,,,,,,,,,
部澎居家醫療整合照護團隊,衛生福利部澎湖醫院,06-9261151,澎湖縣馬公市啟明里中正路１０號（地圖),1,,,,,,1,1
069261151#50522,,,,,,,,,,,
069261151#50723,,,,,,,,,,,
069261151#50140,,,,,,,,,,,
花蓮醫院暨豐濱原住民分院居家醫療群,衛生福利部花蓮醫院,03-8358141,花蓮縣花蓮市中正路６００號（地圖),1,,,,,,,1
03-8358141#3112,,,,,,,,,,,
03-8358141#3180,,,,,,,,,,,
花蓮醫院暨豐濱原住民分院居家醫療群,衛生福利部花蓮醫院豐濱原住民分院,03-8791385,花蓮縣豐濱鄉豐濱村光豐路４１號（地圖),1,,,,,,,1
03-8358141#3112,,,,,,,,,,,
03-8358141#3180,,,,,,,,,,,
安家居,衛生福利部臺東醫院,089-324112,臺東縣臺東市五權街１號（地圖),1,,1,,,,,1
089-324112#1131,,,,,,,,,,,
安家居,衛生福利部臺東醫院成功分院,089-324112,臺東縣成功鎮中山東路３２號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
金門醫院居家醫療團隊,衛生福利部金門醫院,082-332546,金門縣金湖鎮復興路２號、烈嶼鄉上林村后井３７號（烈嶼院區）（地圖),1,,1,,,,,
(082)33-2546,,,,,,,,,,,
(082)33-2546,,,,,,,,,,,
(082)33-2546,,,,,,,,,,,
基隆長庚紀念醫院居家照護團隊,基隆市立醫院,02-24652141,基隆市信義區東信路２８２號，中正區義二路２巷６號（地圖),1,,,,,,,
2431-3131 #2171,,,,,,,,,,,
2431-3131,,,,,,,,,,,
臺北藍鵲居家醫療照護團隊,連江縣立醫院,083-623995,連江縣南竿鄉復興村２１７號（地圖),1,,1,,,,,1
2552-3234 #3683,,,,,,,,,,,
2709-3600 #1118,,,,,,,,,,,
2388-9595 #8416,,,,,,,,,,,
護齡居家醫療照護團隊,國立臺灣大學醫學院附設醫院北護分院,02-23717101,臺北市萬華區康定路３７號、臺北市萬華區內江街８７號（地圖),1,,,,,,1,1
23717101 #5802,,,,,,,,,,,
國立臺灣大學醫學院附設醫院金山分院團隊,國立臺灣大學醫學院附設醫院金山分院,02-24989898,新北市金山區五湖里玉爐路７號（地圖),1,,1,,,,1,1
972655916,,,,,,,,,,,
972655962,,,,,,,,,,,
24982778 #26,,,,,,,,,,,
成大醫院斗六分院,國立成功大學醫學院附設醫院斗六分院,05-5332121,雲林縣斗六市莊敬路３４５號（地圖),1,,1,,,,1,1
05-5332121-5522,,,,,,,,,,,
國軍新竹地區醫院,國軍桃園總醫院新竹分院附設民眾診療服務處,03-5348181,新竹市北區武陵路３號（地圖),1,,,,1,,1,1
972765902,,,,,,,,,,,
國軍台中總醫院附設民眾診療服務處,國軍臺中總醫院中清分院附設民眾診療服務處,04-22037320,臺中市北區忠明路５００號（地圖),1,,,,,,1,1
961525951,,,,,,,,,,,
國高總,國軍左營總醫院岡山分院附設民眾診療服務處,07-6250919,高雄市岡山區大義二路１號（地圖),1,,,,,,1,1
07-7495468,,,,,,,,,,,
906728166,,,,,,,,,,,
國高總,國軍高雄總醫院屏東分院附設民眾診療服務處,08-7560756,屏東縣屏東市大湖路５８巷２２號（地圖),1,,,,,,1,1
07-7495468,,,,,,,,,,,
906728166,,,,,,,,,,,
,,,,,,,,,,,
屏東基督教醫院,,,,,,,,,,,
08-7368686#7950,,,,,,,,,,,
08-7368686#1735,,,,,,,,,,,
三軍總醫院澎湖分院附設民眾診療服務處,國防醫學大學三軍總醫院澎湖分院附設民眾診療服務處,06-9211116,澎湖縣馬公市前寮里９０號１－５樓（地圖),1,,1,,,,1,1
06-9211116分機59213,,,,,,,,,,,
台北榮民總醫院新竹分院團隊,臺北榮民總醫院新竹分院,03-5962134,新竹縣竹東鎮中豐路１段８１號（地圖),1,,1,,1,,1,1
03-5962134#564,,,,,,,,,,,
03-5962134#445,,,,,,,,,,,
臺北榮民總醫院蘇澳分院團隊,臺北榮民總醫院蘇澳分院,03-9905106,宜蘭縣蘇澳鎮蘇濱路１段３０１號、中山路１段４３９號（地圖),1,,1,,,,1,1
039905106#6314,,,,,,,,,,,
臺北榮民總醫院員山分院團隊,臺北榮民總醫院員山分院,03-9222141,宜蘭縣員山鄉榮光路３８６號、宜蘭縣宜蘭市林森路１號（地圖),1,,1,,,,1,1
039222141#8003,,,,,,,,,,,
臺中榮民總醫院埔里分院,臺中榮民總醫院埔里分院,049-2990833,南投縣埔里鎮蜈蚣里榮光路１號（地圖),1,1,1,,,,1,1
0492990833-1956,,,,,,,,,,,
0922-020-420,,,,,,,,,,,
,,,,,,,,,,,
長安醫院居家醫療照護團隊,,,,,,,,,,,
0436113611-3692,,,,,,,,,,,
中榮灣橋分院,臺中榮民總醫院灣橋分院,05-2791072,嘉義縣竹崎鄉灣橋村石麻園３８號（地圖),1,,1,,,,1,
05-2791072-7305,,,,,,,,,,,
高榮台南分院全人居家照護團隊,高雄榮民總醫院臺南分院,06-3125101,臺南市永康區復興里復興路４２７號（地圖),1,,,,,,1,
06-3125101-2116,,,,,,,,,,,
屏東龍泉居家醫療照護整合團隊,屏東榮民總醫院,08-7557885,屏東縣屏東市崇武里榮總東路１號（地圖),1,,,,,,1,
08-7704115#765,,,,,,,,,,,
08-7704115#760,,,,,,,,,,,
屏東龍泉居家醫療照護整合團隊,屏東榮民總醫院龍泉分院,08-7704115,屏東縣內埔鄉龍潭村昭勝路安平一巷１號（地圖),1,,,,1,,1,
08-7704115#765,,,,,,,,,,,
08-7704115#760,,,,,,,,,,,
,,,,,,,,,,,
屏東基督教醫院,,,,,,,,,,,
08-7368686#7950,,,,,,,,,,,
08-7368686#1735,,,,,,,,,,,
玉榮居家醫療團隊,臺北榮民總醫院鳳林分院,03-8764539,花蓮縣鳳林鎮鳳信里中正路１段２號（地圖),1,,,,,,1,1
03-8883141#2222,,,,,,,,,,,
,,,,,,,,,,,
原鄉醫療照護團隊,,,,,,,,,,,
0928-239037,,,,,,,,,,,
玉榮居家醫療團隊,臺北榮民總醫院玉里分院,03-8883141,花蓮縣玉里鎮泰昌里新興街９１號（地圖),1,,,,1,,1,1
03-8883141#2222,,,,,,,,,,,
玉榮居家醫療團隊,臺北榮民總醫院臺東分院,089-222995,臺東縣臺東市南榮里更生路１０００號（地圖),1,,1,,1,,1,1
03-8883141#2222,,,,,,,,,,,
,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
臺北市立關渡醫院-委託臺北榮民總醫院經營,臺北市立關渡醫院-委託臺北榮民總醫院經營,02-28587000,臺北市北投區知行路２２５巷１２號（地圖),1,,,,,,1,1
28587000 #2186,,,,,,,,,,,
健康,林新醫療社團法人烏日林新醫院,04-23388766,臺中市烏日區榮和路１６８號（地圖),1,,,,,,1,
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
西區,,,,,,,,,,,
(04)2229-7559,,,,,,,,,,,
(04)2229-7559,,,,,,,,,,,
,,,,,,,,,,,
自家安老居家整合照護團隊,,,,,,,,,,,
04-24360305,,,,,,,,,,,
,,,,,,,,,,,
580,,,,,,,,,,,
939632085,,,,,,,,,,,
嘉德居家醫療照護團隊,仁德醫療社團法人陳仁德醫院,05-2258279,嘉義市西區林森西路２８５號（地圖),1,,1,,,,1,
05-2258279#197,,,,,,,,,,,
嘉基居家醫療照護整合計畫團隊,慶昇醫療社團法人慶昇醫院,05-2229191,嘉義市西區新榮路３３３、３３９、３３９－１號（地圖),1,,,,,,,
05-2765041-7008,,,,,,,,,,,
嘉基居家醫療照護整合計畫團隊,安心醫療社團法人安心醫院,05-52353100,嘉義市西區新民路８８號（地圖),1,,,,,,,
05-2765041-7008,,,,,,,,,,,
嘉基居家醫療照護整合計畫團隊,亞人醫療社團法人盧亞人醫院,05-2248347,嘉義市西區民權路４０６號（地圖),1,,,,,,,
05-2765041-7008,,,,,,,,,,,
宏仁醫院照護團隊,新仁醫療社團法人新仁醫院,02-22017212,新北市新莊區中正路３９５號、福海街２４巷１號（地圖),1,,,,,,,
952695576,,,,,,,,,,,
新仁居家,竹北新仁醫療社團法人新仁醫院,03-5552039,新竹縣竹北市博愛街３３１號（地圖),1,,,,,,1,
03-5552039#826,,,,,,,,,,,
03-5552611,,,,,,,,,,,
弘大居家醫療整照,梓榮醫療社團法人弘大醫院,037-361188,苗栗縣苗栗市新東街１２５號（地圖),1,,1,,,,,1
037-361188*611,,,,,,,,,,,
苑裡李綜合醫院,李綜合醫療社團法人苑裡李綜合醫院,037-862387,苗栗縣苑裡鎮和平路１６８號、苗栗縣苑裡鎮中華路１３７號（地圖),1,,,,,,1,
037-862387#1307,,,,,,,,,,,
彰聯居家醫療整合照護團隊,道周醫療社團法人道周醫院,04-7566995,彰化縣和美鎮和光路１８０號、和善路１１８號（地圖),1,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
員滿,員榮醫療社團法人員榮醫院,04-8326161,彰化縣員林市中正路２０１號、彰化縣員林市莒光路３５９號（地圖),1,,1,,1,,1,1
800532870,,,,,,,,,,,
919109979,,,,,,,,,,,
48331929,,,,,,,,,,,
,,,,,,,,,,,
彰聯居家醫療整合照護團隊,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
,,,,,,,,,,,
衛生福利部彰化醫院,,,,,,,,,,,
04-8281899-7933,,,,,,,,,,,
,,,,,,,,,,,
長安醫院居家醫療照護團隊,,,,,,,,,,,
0436113611-3692,,,,,,,,,,,
宏仁有愛,惠來醫療社團法人宏仁醫院,04-8375878,彰化縣員林市惠來街８９號、９１號（地圖),1,,1,,,,1,
04-8375878#270,,,,,,,,,,,
員自宅,員郭醫療社團法人員郭醫院,04-8312889,彰化縣員林市南興里員林大道６段５１號（地圖),1,,1,,,,1,1
彰濱秀傳,,,,,,,,,,,
04-7240829,,,,,,,,,,,
936251948,,,,,,,,,,,
966519655,,,,,,,,,,,
彰聯居家醫療整合照護團隊,佑民醫療社團法人佑民醫院,049-2358151,南投縣草屯鎮太平路一段２００號（地圖),1,,,,,,,1
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
中山,,,,,,,,,,,
04-36032871,,,,,,,,,,,
竹山秀傳醫院,竹山秀傳醫療社團法人竹山秀傳醫院,049-2624266,南投縣竹山鎮集山路２段７５號、鹿谷鄉光復路１８８號１樓（地圖),1,,,,,,1,1
978676597,,,,,,,,,,,
成大醫院居家醫療整合照護團隊,新興醫療社團法人新興醫院,06-6330011,臺南市新營區中興路１０號（地圖),1,,,,,,1,
06-2353535-7058,,,,,,,,,,,
2353535-4588,,,,,,,,,,,
06-2353535-3992,,,,,,,,,,,
岡秀居家醫療照護組,高雄市立岡山醫院（委託秀傳醫療社團法人經營）,07-6222131,高雄市岡山區壽天路１２號（地圖),1,,1,,,,1,1
076222131#51241,,,,,,,,,,,
安泰醫院,安泰醫療社團法人潮州安泰醫院,08-7800888,屏東縣潮州鎮三星里四維路１６２及１９３號（地圖),1,,,,,,,
08-8329966#2013,,,,,,,,,,,
08-8329966#1311,,,,,,,,,,,
安泰醫院,安泰醫療社團法人安泰醫院,08-8329966,屏東縣東港鎮興東里中正路一段２１０號（地圖),1,,,,,,1,
08-8329966#2013,,,,,,,,,,,
08-8329966#1311,,,,,,,,,,,
恆春半島居家醫療整合照護團隊,南門醫療社團法人南門醫院,08-8894568,屏東縣恆春鎮南門路１０號（地圖),1,,,,,,1,1
965144238,,,,,,,,,,,
08-8894568#68,,,,,,,,,,,
08-8894565,,,,,,,,,,,
,,,,,,,,,,,
屏東基督教醫院,,,,,,,,,,,
08-7368686#7950,,,,,,,,,,,
08-7368686#1735,,,,,,,,,,,
屏東基督教醫院,枋寮醫療社團法人枋寮醫院,08-8789991,屏東縣枋寮鄉安樂村中山路１３９號（地圖),1,,,,,,1,1
08-7368686#7950,,,,,,,,,,,
08-7368686#1735,,,,,,,,,,,
衛生福利部南投醫院,醫療財團法人正德癌症醫療基金會佛教正德醫院,04-37026588,臺中市南屯區文心南五路三段１００號（地圖),1,,,,,,,
985585891,,,,,,,,,,,
0492231150#5198,,,,,,,,,,,
0492246315#1317,,,,,,,,,,,
麻豆新樓愛到家居家醫療照護團隊,台灣基督長老教會新樓醫療財團法人麻豆新樓醫院,06-5702228,臺南市麻豆區麻佳路一段２０７號（地圖),1,,,,,,1,1
06-5702228#5473,,,,,,,,,,,
佳里奇美居家醫療整合團隊,奇美醫療財團法人佳里奇美醫院,06-7263333,臺南市佳里區佳興里佳里興６０６號（地圖),1,,1,,,,1,
06-7263333分機33291,,,,,,,,,,,
06-7954509,,,,,,,,,,,
06-7263333分機33060,,,,,,,,,,,
義大醫院居家醫療整合照護團隊,義大醫療財團法人義大大昌醫院,07-5599123,高雄市三民區大昌一路３０５號地下３樓至地上１０樓（地圖),1,,,,1,,,1
975106472,,,,,,,,,,,
聖功,天主教聖功醫療財團法人聖功醫院,07-2238153,高雄市苓雅區建國一路３５２號（地圖),1,,,,1,,1,1
07-2238153#2290,,,,,,,,,,,
國泰新竹,國泰醫療財團法人新竹國泰綜合醫院,03-5278999,新竹市東區福德里中華路二段678號及678號之1（地圖),1,,,,,,1,1
03-5278999#5136,,,,,,,,,,,
983702698,,,,,,,,,,,
大里仁愛,仁愛醫療財團法人台中仁愛醫院,04-22255450,臺中市中區柳岸里柳川東路三段３６號（地圖),1,,1,,,,,
0921-991885,,,,,,,,,,,
林口、桃園長庚紀念醫院居家照護團隊,長庚醫療財團法人桃園長庚紀念醫院,03-3196200,桃園市龜山區頂湖路１２３號、１２３之１號（地圖),1,,,,1,,,
03-3281200#8621,,,,,,,,,,,
天主教仁慈醫療財團法人仁慈醫院,天主教仁慈醫療財團法人仁慈醫院,03-5993500,新竹縣湖口鄉孝勢村忠孝路２９號（地圖),1,1,,,,,1,1
03-5993500#2397,,,,,,,,,,,
03-5993500#2217,,,,,,,,,,,
蘭陽仁愛居家照護團隊,宜蘭仁愛醫療財團法人宜蘭仁愛醫院,03-9321888,宜蘭縣宜蘭市中山路２段２６０號（地圖),1,,,,,,1,
0912-591-792,,,,,,,,,,,
陽大居家醫療照護團隊,天主教靈醫會醫療財團法人礁溪杏和醫院,03-9886996,宜蘭縣礁溪鄉礁溪路４段１２９號（地圖),1,,,,,,,
039325192#73270,,,,,,,,,,,
,,,,,,,,,,,
羅東聖母醫院居家醫療照護整合,,,,,,,,,,,
039544106#3534,,,,,,,,,,,
039544106#3535,,,,,,,,,,,
蘭陽仁愛居家照護團隊,宜蘭員山醫療財團法人宜蘭員山醫院,03-9220292,宜蘭縣員山鄉深溝村尚深路９１號（地圖),1,,,,,,1,
0912-591-792,,,,,,,,,,,
彰聯居家醫療整合照護團隊,彰化基督教醫療財團法人漢銘基督教醫院,04-7113456,彰化縣彰化市中山路一段３６６號（地圖),1,,,,1,,1,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
彰聯居家醫療整合照護團隊,彰化基督教醫療財團法人鹿港基督教醫院,04-7779595,彰化縣鹿港鎮中正路４８０號、永安二路３７號、安福街４５號（地圖),1,,,,1,,1,1
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
彰聯居家醫療整合照護團隊,彰化基督教醫療財團法人員林基督教醫院,04-8381456,彰化縣員林市莒光路４５６號（地圖),1,,,,,,1,1
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
二林基督教醫院,彰化基督教醫療財團法人二林基督教醫院,04-8952031,彰化縣二林鎮南光里大成路一段５５８號、安和街４０巷２８號２樓（地圖),1,,,,,,1,1
04-8952031#7709,,,,,,,,,,,
,,,,,,,,,,,
彰聯居家醫療整合照護團隊,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
,,,,,,,,,,,
平安二林,,,,,,,,,,,
939977208,,,,,,,,,,,
彰聯居家醫療整合照護團隊,彰化基督教醫療財團法人南投基督教醫院,049-2225595,南投縣南投市中興路８７０號（地圖),1,,,,1,,1,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
大林慈濟居家醫療照護整合計畫團隊,佛教慈濟醫療財團法人斗六慈濟醫院,05-5372000,雲林縣斗六市雲林路二段２４８號（地圖),1,,,,1,,,1
05-2648000-5175,,,,,,,,,,,
,,,,,,,,,,,
成大醫院斗六分院,,,,,,,,,,,
05-5332121-5522,,,,,,,,,,,
大林慈濟居家醫療照護整合計畫團隊,天主教中華道明修女會醫療財團法人天主教福安醫院,05-5952688,雲林縣斗南鎮北銘里文昌路１１０號（地圖),1,,,,,,1,
05-2648000-5175,,,,,,,,,,,
若瑟居家醫療照護團隊,天主教若瑟醫療財團法人若瑟醫院,05-6337333,雲林縣虎尾鎮新生路７４號（地圖),1,,1,,1,,1,1
05-6337333-2275,,,,,,,,,,,
05-6337333-2272,,,,,,,,,,,
05-6337333-2372,,,,,,,,,,,
彰基雲林居家醫療照護團隊,彰化基督教醫療財團法人雲林基督教醫院,05-5871111,雲林縣西螺鎮新豐里市場南路３７１、３７５號（地圖),1,,1,,1,,1,
05-5871111-2076,,,,,,,,,,,
05-5871111-2077,,,,,,,,,,,
05-5871111-2075,,,,,,,,,,,
高雄長庚居家照護團隊醫療,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,07-7418151,高雄市鳳山區經武路４２號、４２－１號（地圖),1,,,,,,1,
07-7317123#2825,,,,,,,,,,,
07-7317123#3682,,,,,,,,,,,
978839819,,,,,,,,,,,
,,,,,,,,,,,
鳳山居家醫療照護團隊,,,,,,,,,,,
07-7418151#3316,,,,,,,,,,,
07-7418151#3355,,,,,,,,,,,
恆春半島居家醫療整合照護團隊,恆基醫療財團法人恆春基督教醫院,08-8892293,屏東縣恆春鎮山腳里恆西路２１及２１－１號（地圖),1,,,,,,,1
965144238,,,,,,,,,,,
08-8894568#68,,,,,,,,,,,
08-8894565,,,,,,,,,,,
惠民,天主教靈醫會醫療財團法人惠民醫院,06-9272318,澎湖縣馬公市樹德路１４號（地圖),1,,,,,,1,
06-9272318#101,,,,,,,,,,,
06-9272318#201,,,,,,,,,,,
06-9272318#320,,,,,,,,,,,
玉榮居家醫療團隊,佛教慈濟醫療財團法人玉里慈濟醫院,03-8882718,花蓮縣玉里鎮民權街１－１號（地圖),1,,,,1,,,
03-8883141#2222,,,,,,,,,,,
門諾居家醫療團隊,臺灣基督教門諾會醫療財團法人門諾醫院壽豐分院,03-8664600,花蓮縣壽豐鄉共和村魚池５２號（地圖),1,,,,,,1,
03-8241223、03-8241350,,,,,,,,,,,
東基行動醫療團隊,東基醫療財團法人台東基督教醫院,089-960888,臺東縣臺東市開封街３５０號（地圖),1,,1,,1,,1,1
天主教聖母醫療團隊,天主教花蓮教區醫療財團法人台東聖母醫院,089-322833,臺東縣臺東市民族里２１鄰杭州街２號（地圖),1,,1,,,,1,1
