醫事機構代碼,醫事機構名稱,主責機構註記,醫事機構地址,醫事機構電話,生效起日,生效迄日,整合團隊代碼,整合團隊名稱
1131100010,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,,新北市淡水區民生路４５號、民權路４７號B１至１０樓,(02)28094661,20180202,29101231,HM01100002,馬偕好厝邊居家醫療照護團隊
1131110516,國泰醫療財團法人汐止國泰綜合醫院,V,新北市汐止區建成路５９巷２號地下４樓至地上１２樓,(02)26482121,20240820,29101231,HM31110001,汐止國泰合醫院居家醫療照護團隊
1131130018,新北市立土城醫院（委託長庚醫療財團法人興建經營）,V,新北市土城區金城路２段６號,(02)22630588,20221122,29101231,HM31130002,新北市立土城醫院居家照護團隊
1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,V,桃園市桃園區建新街１２３號,(03)3613141,20160401,29101231,HM32010001,聖保祿醫院
1132070011,長庚醫療財團法人林口長庚紀念醫院,,桃園市龜山區公西里復興街５號、５之７號及文化一路１５號,(03)3281200,20180719,29101231,HM32070002,馨安居家醫療團隊
1132070011,長庚醫療財團法人林口長庚紀念醫院,V,桃園市龜山區公西里復興街５號、５之７號及文化一路１５號,(03)3281200,20160801,29101231,HM32070001,林口、桃園長庚紀念醫院居家照護團隊
1132071036,長庚醫療財團法人桃園長庚紀念醫院,,桃園市龜山區頂湖路１２３號、１２３之１號,(03)3196200,20160801,29101231,HM32070001,林口、桃園長庚紀念醫院居家照護團隊
1133060019,天主教仁慈醫療財團法人仁慈醫院,V,新竹縣湖口鄉孝勢村忠孝路２９號,(03)5993500,20160504,29101231,HM33060001,天主教仁慈醫療財團法人仁慈醫院
1134010022,宜蘭仁愛醫療財團法人宜蘭仁愛醫院,V,宜蘭縣宜蘭市中山路２段２６０號,(03)9321888,20180625,29101231,HM34010002,蘭陽仁愛居家照護團隊
1134020019,醫療財團法人羅許基金會羅東博愛醫院,,宜蘭縣羅東鎮南昌街８１、８３號及站前南路６１、６３號,(03)9543131,20190123,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
1134020019,醫療財團法人羅許基金會羅東博愛醫院,V,宜蘭縣羅東鎮南昌街８１、８３號及站前南路６１、６３號,(03)9543131,20170822,29101231,HM34020003,羅東博愛醫院居家醫療整合照護
1134020028,天主教靈醫會醫療財團法人羅東聖母醫院,,宜蘭縣羅東鎮中正南路１６０號、宜蘭縣南澳鄉大通路１１２之１號,(03)9544106,20200715,29101231,HM34020002,蘭陽家聯居家醫療照護團隊
1134020028,天主教靈醫會醫療財團法人羅東聖母醫院,V,宜蘭縣羅東鎮中正南路１６０號、宜蘭縣南澳鄉大通路１１２之１號,(03)9544106,20181101,29101231,HM34020001,羅東聖母醫院居家醫療照護整合
1134050026,天主教靈醫會醫療財團法人礁溪杏和醫院,,宜蘭縣礁溪鄉礁溪路４段１２９號,(03)9886996,20200801,29101231,HM34010001,陽大居家醫療照護團隊
1134050026,天主教靈醫會醫療財團法人礁溪杏和醫院,,宜蘭縣礁溪鄉礁溪路４段１２９號,(03)9886996,20200801,29101231,HM34020001,羅東聖母醫院居家醫療照護整合
1134070019,宜蘭員山醫療財團法人宜蘭員山醫院,,宜蘭縣員山鄉深溝村尚深路９１號,(03)9220292,20201125,29101231,HM34010002,蘭陽仁愛居家照護團隊
1135050020,為恭醫療財團法人為恭紀念醫院,V,苗栗縣頭份市信義路１２８號,(037)676811,20160412,29101231,HM35050001,為恭居家醫療照護整合團隊
1135050020,為恭醫療財團法人為恭紀念醫院,,苗栗縣頭份市信義路１２８號,(037)676811,20160523,29101231,HM35050002,心風采
1135130014,佛教慈濟醫療財團法人三義慈濟中醫醫院,,苗栗縣三義鄉廣盛村１６鄰八股路２４之９號,(037)37558666,20230726,29101231,HM35010001,心苗栗
1135130014,佛教慈濟醫療財團法人三義慈濟中醫醫院,,苗栗縣三義鄉廣盛村１６鄰八股路２４之９號,(037)37558666,20230322,29101231,HM35050002,心風采
1135130014,佛教慈濟醫療財團法人三義慈濟中醫醫院,,苗栗縣三義鄉廣盛村１６鄰八股路２４之９號,(037)37558666,20231004,29101231,HM35010002,大千
1136090519,佛教慈濟醫療財團法人台中慈濟醫院,,臺中市潭子區豐興路１段６６、８８號,(04)36060666,20171115,29101231,HM17040001,健康
1136090519,佛教慈濟醫療財團法人台中慈濟醫院,V,臺中市潭子區豐興路１段６６、８８號,(04)36060666,20170615,29101231,HM36090002,台中慈濟
1136090519,佛教慈濟醫療財團法人台中慈濟醫院,,臺中市潭子區豐興路１段６６、８８號,(04)36060666,20220805,29101231,HM17040002,中山
1136090519,佛教慈濟醫療財團法人台中慈濟醫院,,臺中市潭子區豐興路１段６６、８８號,(04)36060666,20160812,29101231,HM17080001,自家安老居家整合照護團隊
1136090519,佛教慈濟醫療財團法人台中慈濟醫院,,臺中市潭子區豐興路１段６６、８８號,(04)36060666,20211012,29101231,HM17050002,中國醫藥大學附設醫院
1136090519,佛教慈濟醫療財團法人台中慈濟醫院,,臺中市潭子區豐興路１段６６、８８號,(04)36060666,20211125,29101231,HM36010004,豐之采
1136200015,仁愛醫療財團法人大里仁愛醫院,V,臺中市大里區東榮路４８３號,(04)24819900,20170314,29101231,HM36200001,大里仁愛
1136200015,仁愛醫療財團法人大里仁愛醫院,,臺中市大里區東榮路４８３號,(04)24819900,20190408,29101231,HM17040003,家康
1136200015,仁愛醫療財團法人大里仁愛醫院,,臺中市大里區東榮路４８３號,(04)24819900,20170608,29101231,HM36190001,真善美
1136200015,仁愛醫療財團法人大里仁愛醫院,,臺中市大里區東榮路４８３號,(04)24819900,20170817,29101231,HM17030002,西區
1136200015,仁愛醫療財團法人大里仁愛醫院,,臺中市大里區東榮路４８３號,(04)24819900,20170817,29101231,HM17080001,自家安老居家整合照護團隊
1136200015,仁愛醫療財團法人大里仁愛醫院,,臺中市大里區東榮路４８３號,(04)24819900,20180920,29101231,HM17060002,臺中榮民總醫院
1136200015,仁愛醫療財團法人大里仁愛醫院,,臺中市大里區東榮路４８３號,(04)24819900,20200917,29101231,HM03050001,僕子居家醫療團隊
1136200015,仁愛醫療財團法人大里仁愛醫院,,臺中市大里區東榮路４８３號,(04)24819900,20170817,29101231,HM17040001,健康
1136200015,仁愛醫療財團法人大里仁愛醫院,,臺中市大里區東榮路４８３號,(04)24819900,20170807,29101231,HM03190003,美安
1137010024,彰化基督教醫療財團法人彰化基督教醫院,V,彰化縣彰化市南校街135號、中華路176號、旭光路235、320號,(04)7238595,20170331,29101231,HM37010004,彰聯居家醫療整合照護團隊
1137010051,彰化基督教醫療財團法人漢銘基督教醫院,,彰化縣彰化市中山路一段３６６號,(04)7113456,20190901,29101231,HM37010004,彰聯居家醫療整合照護團隊
1137020511,秀傳醫療財團法人彰濱秀傳紀念醫院,V,彰化縣鹿港鎮鹿工路６號、６－２號,(04)7813888,20170830,29101231,HM37020001,彰濱秀傳
1137020520,彰化基督教醫療財團法人鹿港基督教醫院,,彰化縣鹿港鎮中正路４８０號、永安二路３７號、安福街４５號,(04)7779595,20170907,29101231,HM37010004,彰聯居家醫療整合照護團隊
1137050019,彰化基督教醫療財團法人員林基督教醫院,,彰化縣員林市莒光路４５６號,(04)8381456,20170907,29101231,HM37010004,彰聯居家醫療整合照護團隊
1137080017,彰化基督教醫療財團法人二林基督教醫院,V,彰化縣二林鎮南光里大成路一段５５８號、安和街４０巷２８號２樓,(04)8952031,20170522,29101231,HM37080002,二林基督教醫院
1137080017,彰化基督教醫療財團法人二林基督教醫院,,彰化縣二林鎮南光里大成路一段５５８號、安和街４０巷２８號２樓,(04)8952031,20201013,29101231,HM37080004,平安二林
1137080017,彰化基督教醫療財團法人二林基督教醫院,,彰化縣二林鎮南光里大成路一段５５８號、安和街４０巷２８號２樓,(04)8952031,20170907,29101231,HM37010004,彰聯居家醫療整合照護團隊
1138010019,彰化基督教醫療財團法人南投基督教醫院,,南投縣南投市中興路８７０號,(049)2225595,20191114,29101231,HM37010004,彰聯居家醫療整合照護團隊
1138020015,埔基醫療財團法人埔里基督教醫院,V,南投縣埔里鎮愛蘭里鐵山路１號,(049)2912151,20170207,29101231,HM38020002,埔基醫療財團法人埔里基督教醫院
1139010013,佛教慈濟醫療財團法人斗六慈濟醫院,,雲林縣斗六市雲林路二段２４８號,(05)5372000,20240416,29101231,HM39010002,成大醫院斗六分院
1139010013,佛教慈濟醫療財團法人斗六慈濟醫院,,雲林縣斗六市雲林路二段２４８號,(05)5372000,20231123,29101231,HM40030001,大林慈濟居家醫療照護整合計畫團隊
1139020019,天主教中華道明修女會醫療財團法人天主教福安醫院,,雲林縣斗南鎮北銘里文昌路１１０號,(05)5952688,20241101,29101231,HM40030001,大林慈濟居家醫療照護整合計畫團隊
1139030015,天主教若瑟醫療財團法人若瑟醫院,V,雲林縣虎尾鎮新生路７４號,(05)6337333,20160325,29101231,HM39030001,若瑟居家醫療照護團隊
1139040011,彰化基督教醫療財團法人雲林基督教醫院,V,雲林縣西螺鎮新豐里市場南路３７１、３７５號,(05)5871111,20170901,29101231,HM39040001,彰基雲林居家醫療照護團隊
1140010510,長庚醫療財團法人嘉義長庚紀念醫院,V,嘉義縣朴子市仁和里長庚一路６號及嘉朴路西段８號,(05)3621000,20170223,29101231,HM40010001,嘉義長庚紀念醫院居家醫療團隊
1140030012,佛教慈濟醫療財團法人大林慈濟醫院,V,嘉義縣大林鎮平林里民生路２號,(05)2648000,20170208,29101231,HM40030001,大林慈濟居家醫療照護整合計畫團隊
1141090512,奇美醫療財團法人柳營奇美醫院,V,臺南市柳營區太康里２０１號,(06)6226999,20170727,29101231,HM41090001,奇美醫療財團法人柳營奇美居家醫療照護團隊
1141310019,奇美醫療財團法人奇美醫院,V,臺南市永康區中華路９０１號、臺南市南區樹林街二段４４２號,(06)2812811,20170809,29101231,HM41310002,奇美醫院居家醫療照護整合計畫團隊
1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,,高雄市鳳山區經武路４２號、４２－１號,(07)7418151,20161003,29101231,HM42100001,高雄長庚居家照護團隊醫療
1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,V,高雄市鳳山區經武路４２號、４２－１號,(07)7418151,20170719,29101231,HM42010003,鳳山居家醫療照護團隊
1142100017,長庚醫療財團法人高雄長庚紀念醫院,V,高雄市鳥松區大埤路１２３號,(07)7317123,20161003,29101231,HM42100001,高雄長庚居家照護團隊醫療
1142120001,義大醫療財團法人義大醫院,V,高雄市燕巢區角宿里義大路１號,(07)6150011,20170222,29101231,HM42120001,義大醫院居家醫療整合照護團隊
1143010012,屏基醫療財團法人屏東基督教醫院,V,屏東縣屏東市大連路６０號，屏東縣屏東市建豐路２巷１１３號,(08)7368686,20160601,29101231,HM43010002,屏東基督教醫院
1143010012,屏基醫療財團法人屏東基督教醫院,,屏東縣屏東市大連路６０號，屏東縣屏東市建豐路２巷１１３號,(08)7368686,20170509,29101231,HM43010005,屏東家醫
1143040010,恆基醫療財團法人恆春基督教醫院,,屏東縣恆春鎮山腳里恆西路２１及２１－１號,(08)8892293,20180330,29101231,HM43040001,恆春半島居家醫療整合照護團隊
1144010016,天主教靈醫會醫療財團法人惠民醫院,V,澎湖縣馬公市樹德路１４號,(06)9272318,20190701,29101231,HM44010002,惠民
1145010010,佛教慈濟醫療財團法人花蓮慈濟醫院,,花蓮縣花蓮市中央路３段７０７號,(03)8561825,20181225,29101231,HM45040001,國軍花蓮總醫院居家醫療照護整合團隊
1145010010,佛教慈濟醫療財團法人花蓮慈濟醫院,V,花蓮縣花蓮市中央路３段７０７號,(03)8561825,20180118,29101231,HM45010004,花蓮慈濟居家醫療整合團隊
1145010010,佛教慈濟醫療財團法人花蓮慈濟醫院,,花蓮縣花蓮市中央路３段７０７號,(03)8561825,20180613,29101231,HM45060001,花蓮居家醫療照護團隊
1145010038,臺灣基督教門諾會醫療財團法人門諾醫院,,花蓮縣花蓮市民權路４４號,(03)8241234,20200330,29101231,HM45060001,花蓮居家醫療照護團隊
1145010038,臺灣基督教門諾會醫療財團法人門諾醫院,V,花蓮縣花蓮市民權路４４號,(03)8241234,20170918,29101231,HM45010003,門諾居家醫療團隊
1145030012,佛教慈濟醫療財團法人玉里慈濟醫院,,花蓮縣玉里鎮民權街１－１號,(03)8882718,20200609,29101231,HM45030001,玉榮居家醫療團隊
1145060029,臺灣基督教門諾會醫療財團法人門諾醫院壽豐分院,,花蓮縣壽豐鄉共和村魚池５２號,(03)8664600,20230724,29101231,HM45010003,門諾居家醫療團隊
1146010032,東基醫療財團法人台東基督教醫院,V,臺東縣臺東市開封街３５０號,(089)960888,20170315,29101231,HM46010003,東基行動醫療團隊
1146010041,天主教花蓮教區醫療財團法人台東聖母醫院,V,臺東縣臺東市民族里２１鄰杭州街２號,(089)322833,20160401,29101231,HM46010001,天主教聖母醫療團隊
1146030516,佛教慈濟醫療財團法人關山慈濟醫院,V,臺東縣關山鎮和平路１２５－５號,(089)814880,20170315,29101231,HM46030001,關山慈濟居家醫療照護整合團隊
1231030015,天主教耕莘醫療財團法人永和耕莘醫院,V,新北市永和區中興街８０號Ｂ１-７樓、國光路１２３號Ｂ３-１１樓,(02)29286060,20170111,29101231,HM31030001,永耕松柏居家醫療照護計畫團隊
1231050017,天主教耕莘醫療財團法人耕莘醫院,V,新北市新店區中正路３６２號、車子路１５號,(02)22193391,20180403,29101231,HM31050002,天主教居家醫療照護團隊
1301110511,中國醫藥大學附設醫院臺北分院,,臺北市內湖區內湖路２段３６０號,(02)27919696,20180725,29101231,HM01110001,三軍總醫院居家醫療團隊
1301170017,臺北醫學大學附設醫院,V,臺北市信義區吳興街２５２號、２５０號,(02)27372181,20170518,29101231,HM01170001,北醫居家照護團隊
1301200010,臺北市立萬芳醫院－委託臺北醫學大學辦理,V,臺北市文山區興隆路３段１１１號,(02)29307930,20160727,29101231,HM01200001,萬芳團隊
1302050014,財團法人私立高雄醫學大學附設中和紀念醫院,,高雄市三民區十全一路１００號,(07)3121101,20160923,29101231,HM02050001,高醫社區照護中心
